"genome"	"mean_coverage_bin"	"3-Hydroxypropionate bi-cycle"	"Acetyl-CoA pathway, CO2 => acetyl-CoA"	"Citrate cycle (TCA cycle, Krebs cycle)"	"Dicarboxylate-hydroxybutyrate cycle"	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	"Glyoxylate cycle"	"Hydroxypropionate-hydroxybutylate cycle"	"Methanogenesis, CO2 => methane"	"Pentose phosphate pathway (Pentose phosphate cycle)"	"Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)"	"Reductive citrate cycle (Arnon-Buchanan cycle)"	"Reductive pentose phosphate cycle (Calvin cycle)"	"Complex I: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	"Complex I: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex"	"Complex I: NADH:quinone oxidoreductase, prokaryotes"	"Complex II: Fumarate reductase, prokaryotes"	"Complex II: Succinate dehydrogenase (ubiquinone)"	"Complex II: Succinate dehydrogenase, prokaryotes"	"Complex III: Cytochrome bc1 complex"	"Complex III: Cytochrome bc1 complex respiratory unit"	"Complex III: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome bd ubiquinol oxidase"	"Complex IV High affinity: Cytochrome c oxidase, cbb3-type"	"Complex IV Low affinity: Cytochrome aa3-600 menaquinol oxidase"	"Complex IV Low affinity: Cytochrome c oxidase"	"Complex IV Low affinity: Cytochrome c oxidase, prokaryotes"	"Complex IV Low affinity: Cytochrome o ubiquinol oxidase"	"Complex V: F-type ATPase, eukaryotes"	"Complex V: F-type ATPase, prokaryotes and chloroplasts"	"Complex V: V-type ATPase, eukaryotes"	"Complex V: V/A-type ATPase, prokaryotes"	"CAZy: Alpha-galactans"	"CAZy: Alpha-mannan"	"CAZy: Amorphous Cellulose"	"CAZy: Arabinan"	"CAZy: Arabinose cleavage"	"CAZy: Beta-galactan (pectic galactan)"	"CAZy: Beta-mannan"	"CAZy: Chitin"	"CAZy: Crystalline Cellulose"	"CAZy: Fucose Cleavage"	"CAZy: Mixed-Linkage glucans"	"CAZy: Mucin"	"CAZy: Pectin"	"CAZy: Polyphenolics"	"CAZy: Rhamnose cleavage"	"CAZy: Starch"	"CAZy: Sulf-Polysachharides"	"CAZy: Xylans"	"CAZy: Xyloglucan"	"Methanogenesis and methanotrophy: Key functional gene"	"Methanogenesis and methanotrophy: acetate => methane, pt 1"	"Methanogenesis and methanotrophy: acetate => methane, pt 2"	"Methanogenesis and methanotrophy: acetate => methane, pt 3"	"Methanogenesis and methanotrophy: dimethylamine => monomethylamine"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (mmo)"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (pmo)"	"Methanogenesis and methanotrophy: methanol => methane"	"Methanogenesis and methanotrophy: monomethylamine => ammonia"	"Methanogenesis and methanotrophy: putative but not defining CO2 => methane"	"Methanogenesis and methanotrophy: trimethylamine => dimethylamine"	"Nitrogen metabolism: Bacterial (aerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial (anaerobic-specific) ammonia oxidation"	"Nitrogen metabolism: Bacterial/Archaeal ammonia oxidation"	"Nitrogen metabolism: Dissimilatory nitrite reduction to ammonia (DNRA)"	"Nitrogen metabolism: Nitrogen fixation altennative"	"Nitrogen metabolism: ammonia => nitrite"	"Nitrogen metabolism: nitrate => nitrite"	"Nitrogen metabolism: nitric oxide => nitrous oxide"	"Nitrogen metabolism: nitrite => nitrate"	"Nitrogen metabolism: nitrite => nitric oxide"	"Nitrogen metabolism: nitrogen => ammonia"	"Nitrogen metabolism: nitrous oxide => nitrogen"	"Other Reductases: TMAO reductase"	"Other Reductases: arsenate reduction, pt 1"	"Other Reductases: arsenate reduction, pt 2"	"Other Reductases: mercury reduction"	"Other Reductases: selenate/Chlorate reduction"	"Photosynthesis: Photosystem I"	"Photosynthesis: Photosystem II"	"SCFA and alcohol conversions: Alcohol production"	"SCFA and alcohol conversions: Butyrate, pt 1"	"SCFA and alcohol conversions: Butyrate, pt 2"	"SCFA and alcohol conversions: Propionate, pt 1"	"SCFA and alcohol conversions: Propionate, pt 2"	"SCFA and alcohol conversions: acetate, pt 1"	"SCFA and alcohol conversions: acetate, pt 2"	"SCFA and alcohol conversions: acetate, pt 3"	"SCFA and alcohol conversions: lactate D"	"SCFA and alcohol conversions: lactate L"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v1"	"SCFA and alcohol conversions: pyruvate => acetyl CoA v2"	"SCFA and alcohol conversions: pyruvate => acetylCoA f+ formate v3"	"Sulfur metabolism: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	"Sulfur metabolism: dissimilatory sulfate reduction (and oxidation) sulfate => sulfide"	"Sulfur metabolism: tetrathionate => thiosulfate"	"Sulfur metabolism: thiosulfate => sulfite"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"	"Sample_site"	"phylum_family_genome"	"family_genus_genome"	"genus_species_genome"
"STB_33"	2.73380228735632	0	0.5	0.25	0.153846153846154	0.25	0.777777777777778	0	0	0.125	0.714285714285714	0.571428571428571	0.4	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__GIF10"	"f__"	"g__"	"s__"	"B"	"p__Omnitrophota , f__ ( STB_33 )"	"f__ , g__ ( STB_33 )"	"g__ , s__ ( STB_33 )"
"STB_34"	2.56465264367816	0	0	0.125	0	0.25	0.333333333333333	0	0	0	0.714285714285714	0	0.1	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__UBA9983_A"	"f__GWA1-40-21"	"g__"	"s__"	"B"	"p__Patescibacteria , f__GWA1-40-21 ( STB_34 )"	"f__GWA1-40-21 , g__ ( STB_34 )"	"g__ , s__ ( STB_34 )"
"STB_35"	27.4507279655172	0	0	0.875	0.384615384615385	0	0.666666666666667	0.6	0	0	0.714285714285714	0.142857142857143	0.9	0.727272727272727	0	0	0.642857142857143	0	0	0.5	0.3	1	0	0	0.666666666666667	0	0	0	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Campylobacterota"	"c__Campylobacteria"	"o__Campylobacterales"	"f__Sulfurimonadaceae"	"g__Sulfuricurvum"	"s__"	"B"	"p__Campylobacterota , f__Sulfurimonadaceae ( STB_35 )"	"f__Sulfurimonadaceae , g__Sulfuricurvum ( STB_35 )"	"g__Sulfuricurvum , s__ ( STB_35 )"
"STB_36"	8.47185448780488	0	0	0.75	0.384615384615385	0.75	1	0.2	0.0714285714285714	0	1	0.285714285714286	0.8	0.636363636363636	0	0	0.846153846153846	0	0	0.75	0	0	0.666666666666667	0.666666666666667	0	0	0.0666666666666667	0.666666666666667	0	0	1	0	0	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__Paludibacteraceae"	"g__Paludibacter"	"s__"	"B"	"p__Bacteroidota , f__Paludibacteraceae ( STB_36 )"	"f__Paludibacteraceae , g__Paludibacter ( STB_36 )"	"g__Paludibacter , s__ ( STB_36 )"
"STB_37"	7.61255930088496	0	0.5	0.125	0.0769230769230769	0	1	0	0	0	0.571428571428571	0.142857142857143	0.2	0.454545454545455	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0.333333333333333	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__GIF10"	"f__UBA6249"	"g__UBA6249"	"s__"	"B"	"p__Omnitrophota , f__UBA6249 ( STB_37 )"	"f__UBA6249 , g__UBA6249 ( STB_37 )"	"g__UBA6249 , s__ ( STB_37 )"
"STB_38"	4.10787020745921	0	0	1	0.538461538461538	0.5	1	1	0.0714285714285714	0	0.714285714285714	0.285714285714286	0.7	0.909090909090909	0.0909090909090909	0	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0.133333333333333	0.333333333333333	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Burkholderiaceae"	"g__Thiomonas"	"s__Thiomonas arsenitoxydans"	"B"	"p__Proteobacteria , f__Burkholderiaceae ( STB_38 )"	"f__Burkholderiaceae , g__Thiomonas ( STB_38 )"	"g__Thiomonas , s__Thiomonas arsenitoxydans ( STB_38 )"
"STB_39"	5.98821313043478	0	0	0	0.0769230769230769	0	0.666666666666667	0	0	0.125	0.142857142857143	0	0.1	0.363636363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.444444444444444	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__Paceibacterales"	"f__CG1-02-41-26"	"g__"	"s__"	"B"	"p__Patescibacteria , f__CG1-02-41-26 ( STB_39 )"	"f__CG1-02-41-26 , g__ ( STB_39 )"	"g__ , s__ ( STB_39 )"
"STB_4"	8.75316213421053	0	0.5	0.375	0.307692307692308	0	0.555555555555556	0	0	0.875	0.285714285714286	0.428571428571429	0.5	0.454545454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Archaea"	"p__Halobacterota"	"c__Methanomicrobia"	"o__Methanomicrobiales"	"f__Methanoregulaceae"	"g__SD8"	"s__"	"B"	"p__Halobacterota , f__Methanoregulaceae ( STB_4 )"	"f__Methanoregulaceae , g__SD8 ( STB_4 )"	"g__SD8 , s__ ( STB_4 )"
"STB_40"	16.138503	0	0	0	0	0	0.333333333333333	0	0	0	0.428571428571429	0	0	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Patescibacteria"	"c__Paceibacteria"	"o__Portnoybacterales"	"f__GWB1-42-6"	"g__UBA8475"	"s__"	"B"	"p__Patescibacteria , f__GWB1-42-6 ( STB_40 )"	"f__GWB1-42-6 , g__UBA8475 ( STB_40 )"	"g__UBA8475 , s__ ( STB_40 )"
"STB_41"	5.26446795744681	0	0	0.375	0.230769230769231	0.25	0.888888888888889	0	0.142857142857143	0	0.857142857142857	0.428571428571429	0.5	0.636363636363636	0	0	0.181818181818182	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0.75	0	0.333333333333333	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Bacteroidota"	"c__Bacteroidia"	"o__Bacteroidales"	"f__UBA932"	"g__DMER64"	"s__DMER64 sp001603455"	"B"	"p__Bacteroidota , f__UBA932 ( STB_41 )"	"f__UBA932 , g__DMER64 ( STB_41 )"	"g__DMER64 , s__DMER64 sp001603455 ( STB_41 )"
"STB_42"	12.40799368	0	0.5	0.375	0.153846153846154	0.25	1	0	0	0.125	0.714285714285714	0.571428571428571	0.5	0.636363636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.222222222222222	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__GIF10"	"f__UBA6249"	"g__UBA1562"	"s__"	"B"	"p__Omnitrophota , f__UBA6249 ( STB_42 )"	"f__UBA6249 , g__UBA1562 ( STB_42 )"	"g__UBA1562 , s__ ( STB_42 )"
"STB_43"	3.77058122222222	0	0	0	0.153846153846154	0	0.222222222222222	0	0	0	0.142857142857143	0	0.2	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Archaea"	"p__Iainarchaeota"	"c__Iainarchaeia"	"o__0-14-0-20-30-16"	"f__"	"g__"	"s__"	"B"	"p__Iainarchaeota , f__ ( STB_43 )"	"f__ , g__ ( STB_43 )"	"g__ , s__ ( STB_43 )"
"STB_44"	7.21265884523809	0	0.5	0.5	0.230769230769231	0	0.888888888888889	0.2	0	0	0.571428571428571	0.428571428571429	0.6	0.636363636363636	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0.222222222222222	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Omnitrophota"	"c__koll11"	"o__GIF10"	"f__UBA6249"	"g__GCA-002774445"	"s__"	"B"	"p__Omnitrophota , f__UBA6249 ( STB_44 )"	"f__UBA6249 , g__GCA-002774445 ( STB_44 )"	"g__GCA-002774445 , s__ ( STB_44 )"
"STB_45"	4.34801645783133	0	0	0.25	0.0769230769230769	0.25	0.555555555555556	0	0	0	0.857142857142857	0.285714285714286	0.4	0.727272727272727	0	0	0.0909090909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Firmicutes"	"c__Bacilli"	"o__Izemoplasmatales"	"f__UBA5603"	"g__"	"s__"	"B"	"p__Firmicutes , f__UBA5603 ( STB_45 )"	"f__UBA5603 , g__ ( STB_45 )"	"g__ , s__ ( STB_45 )"
"STB_46"	3.39695182514735	0	0.5	0.5	0.307692307692308	0	0.777777777777778	0.2	0.142857142857143	0.25	0.571428571428571	0.285714285714286	0.6	0.454545454545455	0	0	0.181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0.125	0	0.666666666666667	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Bacteria"	"p__Chloroflexota"	"c__Dehalococcoidia"	"o__Dehalococcoidales"	"f__UBA5760"	"g__UBA5760"	"s__"	"B"	"p__Chloroflexota , f__UBA5760 ( STB_46 )"	"f__UBA5760 , g__UBA5760 ( STB_46 )"	"g__UBA5760 , s__ ( STB_46 )"
"STB_47"	8.10721209090909	0	0	0.125	0.153846153846154	0	0.333333333333333	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	"d__Archaea"	"p__Nanoarchaeota"	"c__Nanoarchaeia"	"o__CG07-land"	"f__CG07-land"	"g__"	"s__"	"B"	"p__Nanoarchaeota , f__CG07-land ( STB_47 )"	"f__CG07-land , g__ ( STB_47 )"	"g__ , s__ ( STB_47 )"
"STB_48"	32.5166702857143	0	0	0.875	0.461538461538462	0	0.888888888888889	0.6	0	0.125	0.571428571428571	0.142857142857143	0.8	0.909090909090909	0	0	1	0	0	1	0.3	1	0.666666666666667	0.666666666666667	1	0	0	0	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Gallionellaceae"	"g__Sideroxydans"	"s__"	"B"	"p__Proteobacteria , f__Gallionellaceae ( STB_48 )"	"f__Gallionellaceae , g__Sideroxydans ( STB_48 )"	"g__Sideroxydans , s__ ( STB_48 )"
"STB_49"	195.248709376812	0	0	1	0.538461538461538	0	0.777777777777778	0.6	0	0	0.714285714285714	0.285714285714286	0.8	0.909090909090909	0	0	1	0	0	1	0.3	1	0	0	1	0	0	0	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	"d__Bacteria"	"p__Proteobacteria"	"c__Gammaproteobacteria"	"o__Burkholderiales"	"f__Gallionellaceae"	"g__Gallionella"	"s__"	"B"	"p__Proteobacteria , f__Gallionellaceae ( STB_49 )"	"f__Gallionellaceae , g__Gallionella ( STB_49 )"	"g__Gallionella , s__ ( STB_49 )"
