genome	mean_coverage_bin	total_mean_coverage_site	relative_mean_coverage_bin	3-Hydroxypropionate bi-cycle	"Acetyl-CoA pathway, CO2 => acetyl-CoA"	"Citrate cycle (TCA cycle, Krebs cycle)"	Dicarboxylate-hydroxybutyrate cycle	"Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate"	"Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate"	Glyoxylate cycle	Hydroxypropionate-hydroxybutylate cycle	"Methanogenesis, CO2 => methane"	Pentose phosphate pathway (Pentose phosphate cycle)	Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)	Reductive citrate cycle (Arnon-Buchanan cycle)	Reductive pentose phosphate cycle (Calvin cycle)	"Complex I: NAD(P)H:quinone oxidoreductase, chloroplasts and cyanobacteria"	Complex I: NADH dehydrogenase (ubiquinone) 1 alpha subcomplex	"Complex I: NADH:quinone oxidoreductase, prokaryotes"	"Complex II: Fumarate reductase, prokaryotes"	Complex II: Succinate dehydrogenase (ubiquinone)	"Complex II: Succinate dehydrogenase, prokaryotes"	Complex III: Cytochrome bc1 complex	Complex III: Cytochrome bc1 complex respiratory unit	Complex III: Cytochrome bd ubiquinol oxidase	Complex IV High affinity: Cytochrome bd ubiquinol oxidase	"Complex IV High affinity: Cytochrome c oxidase, cbb3-type"	Complex IV Low affinity: Cytochrome aa3-600 menaquinol oxidase	Complex IV Low affinity: Cytochrome c oxidase	"Complex IV Low affinity: Cytochrome c oxidase, prokaryotes"	Complex IV Low affinity: Cytochrome o ubiquinol oxidase	"Complex V: F-type ATPase, eukaryotes"	"Complex V: F-type ATPase, prokaryotes and chloroplasts"	"Complex V: V-type ATPase, eukaryotes"	"Complex V: V/A-type ATPase, prokaryotes"	CAZy: Alpha-galactans	CAZy: Alpha-mannan	CAZy: Amorphous Cellulose	CAZy: Arabinan	CAZy: Arabinose cleavage	CAZy: Beta-galactan (pectic galactan)	CAZy: Beta-mannan	CAZy: Chitin	CAZy: Crystalline Cellulose	CAZy: Fucose Cleavage	CAZy: Mixed-Linkage glucans	CAZy: Mucin	CAZy: Pectin	CAZy: Polyphenolics	CAZy: Rhamnose cleavage	CAZy: Starch	CAZy: Sulf-Polysachharides	CAZy: Xylans	CAZy: Xyloglucan	Methanogenesis and methanotrophy: Key functional gene	"Methanogenesis and methanotrophy: acetate => methane, pt 1"	"Methanogenesis and methanotrophy: acetate => methane, pt 2"	"Methanogenesis and methanotrophy: acetate => methane, pt 3"	Methanogenesis and methanotrophy: dimethylamine => monomethylamine	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (mmo)"	"Methanogenesis and methanotrophy: methane => methanol, with oxygen (pmo)"	Methanogenesis and methanotrophy: methanol => methane	Methanogenesis and methanotrophy: monomethylamine => ammonia	Methanogenesis and methanotrophy: putative but not defining CO2 => methane	Methanogenesis and methanotrophy: trimethylamine => dimethylamine	Nitrogen metabolism: Bacterial (aerobic-specific) ammonia oxidation	Nitrogen metabolism: Bacterial (anaerobic-specific) ammonia oxidation	Nitrogen metabolism: Bacterial/Archaeal ammonia oxidation	Nitrogen metabolism: Dissimilatory nitrite reduction to ammonia (DNRA)	Nitrogen metabolism: Nitrogen fixation altennative	Nitrogen metabolism: ammonia => nitrite	Nitrogen metabolism: nitrate => nitrite	Nitrogen metabolism: nitric oxide => nitrous oxide	Nitrogen metabolism: nitrite => nitrate	Nitrogen metabolism: nitrite => nitric oxide	Nitrogen metabolism: nitrogen => ammonia	Nitrogen metabolism: nitrous oxide => nitrogen	Other Reductases: TMAO reductase	"Other Reductases: arsenate reduction, pt 1"	"Other Reductases: arsenate reduction, pt 2"	Other Reductases: mercury reduction	Other Reductases: selenate/Chlorate reduction	Photosynthesis: Photosystem I	Photosynthesis: Photosystem II	SCFA and alcohol conversions: Alcohol production	"SCFA and alcohol conversions: Butyrate, pt 1"	"SCFA and alcohol conversions: Butyrate, pt 2"	"SCFA and alcohol conversions: Propionate, pt 1"	"SCFA and alcohol conversions: Propionate, pt 2"	"SCFA and alcohol conversions: acetate, pt 1"	"SCFA and alcohol conversions: acetate, pt 2"	"SCFA and alcohol conversions: acetate, pt 3"	SCFA and alcohol conversions: lactate D	SCFA and alcohol conversions: lactate L	SCFA and alcohol conversions: pyruvate => acetyl CoA v1	SCFA and alcohol conversions: pyruvate => acetyl CoA v2	SCFA and alcohol conversions: pyruvate => acetylCoA f+ formate v3	"Sulfur metabolism: Thiosulfate oxidation by SOX complex, thiosulfate => sulfate"	Sulfur metabolism: dissimilatory sulfate reduction (and oxidation) sulfate => sulfide	Sulfur metabolism: tetrathionate => thiosulfate	Sulfur metabolism: thiosulfate => sulfite	Kingdom	Phylum	Class	Order	Family	Genus	Species	Sample_site	phylum_family_genome	family_genus_genome	genus_species_genome
STC_25	6.35703925	3154.197285	0.201542221	0	0	0.125	0	0	0.666666667	0	0	0	0.142857143	0	0.1	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__ABY1	o__SG8-24	f__2-12-FULL-60-25	g__SZUA-46	s__	C	"p__Patescibacteria , f__2-12-FULL-60-25 ( STC_25 )"	"f__2-12-FULL-60-25 , g__SZUA-46 ( STC_25 )"	"g__SZUA-46 , s__ ( STC_25 )"
STC_26	4.635837107	3154.197285	0.146973594	0.25	0	1	0.230769231	1	0.777777778	0.6	0	0.375	1	0.285714286	0.7	0.818181818	0	0	0.846153846	0	0	1	0.3	1	1	1	0	0	0.2	0.666666667	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylococcaceae	g__Methylococcus	s__	C	"p__Proteobacteria , f__Methylococcaceae ( STC_26 )"	"f__Methylococcaceae , g__Methylococcus ( STC_26 )"	"g__Methylococcus , s__ ( STC_26 )"
STC_27	3.57392631	3154.197285	0.113307	0	0	0.375	0.153846154	0	0.555555556	0	0.071428571	0	0.428571429	0.142857143	0.5	0.636363636	0	0	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Elusimicrobiota	c__Elusimicrobia	o__Elusimicrobiales	f__	g__	s__	C	"p__Elusimicrobiota , f__ ( STC_27 )"	"f__ , g__ ( STC_27 )"	"g__ , s__ ( STC_27 )"
STC_28	22.87528399	3154.197285	0.725233139	0	0	0.625	0.230769231	0.5	1	0.2	0	0.125	1	0.285714286	0.4	0.909090909	0	0	0.642857143	0	0	0	0.3	1	1	1	0	0	0.066666667	0	0.25	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__Acidithiobacillus ferrooxidans	C	"p__Proteobacteria , f__Acidithiobacillaceae ( STC_28 )"	"f__Acidithiobacillaceae , g__Acidithiobacillus ( STC_28 )"	"g__Acidithiobacillus , s__Acidithiobacillus ferrooxidans ( STC_28 )"
STC_29	5.796395458	3154.197285	0.183767689	0	0	0.25	0.153846154	0.25	0.666666667	0	0.142857143	0	0.571428571	0.285714286	0.3	0.545454545	0	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0.625	0	0.333333333	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__UBA932	g__DMER64	s__	C	"p__Bacteroidota , f__UBA932 ( STC_29 )"	"f__UBA932 , g__DMER64 ( STC_29 )"	"g__DMER64 , s__ ( STC_29 )"
STC_3	3.013471053	3154.197285	0.095538445	0.75	0	1	0.307692308	1	0.888888889	1	0.142857143	0	0.857142857	0.428571429	0.7	0.909090909	0	0.142857143	0.928571429	0.25	0	1	0.3	1	1	1	1	0	0.2	0.666666667	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	d__Bacteria	p__Proteobacteria	c__Alphaproteobacteria	o__Rhodobacterales	f__Rhodobacteraceae	g__UBA6796	s__	C	"p__Proteobacteria , f__Rhodobacteraceae ( STC_3 )"	"f__Rhodobacteraceae , g__UBA6796 ( STC_3 )"	"g__UBA6796 , s__ ( STC_3 )"
STC_30	70.40630756	3154.197285	2.232146603	0	0	0.125	0	0	0.666666667	0	0	0	0.142857143	0	0.1	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__Paceibacteria_A	o__Moranbacterales	f__UBA1568	g__UBA1568	s__	C	"p__Patescibacteria , f__UBA1568 ( STC_30 )"	"f__UBA1568 , g__UBA1568 ( STC_30 )"	"g__UBA1568 , s__ ( STC_30 )"
STC_31	22.12299821	3154.197285	0.701382831	0	0	0.125	0.076923077	0	0.555555556	0	0	0	0.285714286	0	0.2	0.363636364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__ABY1	o__Magasanikbacterales	f__GWA2-37-8	g__1-14-0-10-36-32	s__	C	"p__Patescibacteria , f__GWA2-37-8 ( STC_31 )"	"f__GWA2-37-8 , g__1-14-0-10-36-32 ( STC_31 )"	"g__1-14-0-10-36-32 , s__ ( STC_31 )"
STC_32	5.717290348	3154.197285	0.181259757	0	0	0.125	0.076923077	0	0.444444444	0	0	0	0.142857143	0	0.2	0.181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Paceibacterales	f__UBA5633	g__UBA2558	s__	C	"p__Patescibacteria , f__UBA5633 ( STC_32 )"	"f__UBA5633 , g__UBA2558 ( STC_32 )"	"g__UBA2558 , s__ ( STC_32 )"
STC_33	5.764765	3154.197285	0.182764884	0	0	0	0	0	0.333333333	0	0	0	0.428571429	0	0	0.636363636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Patescibacteria	c__Paceibacteria	o__Portnoybacterales	f__GWB1-42-6	g__UBA8475	s__	C	"p__Patescibacteria , f__GWB1-42-6 ( STC_33 )"	"f__GWB1-42-6 , g__UBA8475 ( STC_33 )"	"g__UBA8475 , s__ ( STC_33 )"
STC_34	4.226602317	3154.197285	0.133999301	0	0	0.875	0.384615385	1	0.666666667	0.6	0	0	0.857142857	0.142857143	0.9	0.727272727	0	0	0.642857143	0	0	0.5	0.3	1	0.666666667	0.666666667	0.666666667	0	0	0	0	0	0.875	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfuricurvum	s__	C	"p__Campylobacterota , f__Sulfurimonadaceae ( STC_34 )"	"f__Sulfurimonadaceae , g__Sulfuricurvum ( STC_34 )"	"g__Sulfuricurvum , s__ ( STC_34 )"
STC_35	3.649335748	3154.197285	0.115697765	0	1	0.125	0.230769231	0	0.444444444	0	0	0.75	0.571428571	0.428571429	0.3	0.272727273	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.888888889	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea	p__Halobacterota	c__Methanocellia	o__Methanocellales	f__UBA148	g__UBA148	s__	C	"p__Halobacterota , f__UBA148 ( STC_35 )"	"f__UBA148 , g__UBA148 ( STC_35 )"	"g__UBA148 , s__ ( STC_35 )"
STC_36	2.603299663	3154.197285	0.082534459	0	0.5	0.125	0.076923077	0	0.555555556	0	0.071428571	0.375	0.714285714	0.571428571	0.2	0.545454545	0	0	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.777777778	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Archaea	p__Thermoplasmatota	c__Thermoplasmata	o__Methanomassiliicoccales	f__Methanomethylophilaceae	g__RumEn-M2	s__RumEn-M2 sp001421175	C	"p__Thermoplasmatota , f__Methanomethylophilaceae ( STC_36 )"	"f__Methanomethylophilaceae , g__RumEn-M2 ( STC_36 )"	"g__RumEn-M2 , s__RumEn-M2 sp001421175 ( STC_36 )"
STC_37	28.49367774	3154.197285	0.9033575	0	0	0.875	0.384615385	1	0.666666667	0.6	0	0	0.857142857	0.142857143	0.9	0.727272727	0	0	0.642857143	0	0	0.5	0.3	1	0	0	0.666666667	0	0	0	0	0	1	0	0	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Sulfurimonadaceae	g__Sulfuricurvum	s__	C	"p__Campylobacterota , f__Sulfurimonadaceae ( STC_37 )"	"f__Sulfurimonadaceae , g__Sulfuricurvum ( STC_37 )"	"g__Sulfuricurvum , s__ ( STC_37 )"
STC_38	60.3410407	3154.197285	1.913039523	0	0	1	0.538461538	0	0.777777778	0.6	0	0	0.714285714	0.285714286	0.8	0.909090909	0	0	1	0	0	1	0.3	1	0	0	1	0	0	0	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Gallionellaceae	g__Gallionella	s__	C	"p__Proteobacteria , f__Gallionellaceae ( STC_38 )"	"f__Gallionellaceae , g__Gallionella ( STC_38 )"	"g__Gallionella , s__ ( STC_38 )"
STC_39	2.784811628	3154.197285	0.088289076	0	0.5	0.25	0.153846154	0.25	0.666666667	0	0	0.125	0.571428571	0.428571429	0.3	0.454545455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.875	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Omnitrophota	c__koll11	o__GIF10	f__UBA6249	g__	s__	C	"p__Omnitrophota , f__UBA6249 ( STC_39 )"	"f__UBA6249 , g__ ( STC_39 )"	"g__ , s__ ( STC_39 )"
STC_4	2.50876872	3154.197285	0.07953747	0.25	0	0.75	0.384615385	1	0.777777778	0.4	0	0.125	0.857142857	0	0.6	0.545454545	0	0	0	0	0	0.25	0.3	1	1	1	0	0	0.2	1	0	0	1	0	0.222222222	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Methylococcales	f__Methylomonadaceae	g__Methylomonas	s__	C	"p__Proteobacteria , f__Methylomonadaceae ( STC_4 )"	"f__Methylomonadaceae , g__Methylomonas ( STC_4 )"	"g__Methylomonas , s__ ( STC_4 )"
STC_40	3.799372062	3154.197285	0.120454484	0.25	0.5	1	0.307692308	0.5	0.666666667	1	0.071428571	0.125	0.857142857	0.571428571	0.9	0.636363636	0	0	0.714285714	0	0	0.75	0	0	0.666666667	0.666666667	0.666666667	0	0.133333333	1	0	0	0.75	0	0	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria	p__Verrucomicrobiota	c__Verrucomicrobiae	o__Opitutales	f__Opitutaceae	g__Fen-1467	s__	C	"p__Verrucomicrobiota , f__Opitutaceae ( STC_40 )"	"f__Opitutaceae , g__Fen-1467 ( STC_40 )"	"g__Fen-1467 , s__ ( STC_40 )"
STC_41	11.0685444	3154.197285	0.350914778	0	0	0.625	0.153846154	0.5	0.777777778	0.2	0	0.125	0.714285714	0.285714286	0.4	0.818181818	0	0	0.769230769	0	0	0	0	0	0.666666667	0.666666667	0	0	0	0	0	0	1	0	0	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Acidithiobacillales	f__Acidithiobacillaceae	g__Acidithiobacillus	s__	C	"p__Proteobacteria , f__Acidithiobacillaceae ( STC_41 )"	"f__Acidithiobacillaceae , g__Acidithiobacillus ( STC_41 )"	"g__Acidithiobacillus , s__ ( STC_41 )"
